ABC	AT	RC	V02 Max
Time (min)	19:57	23:49	22:27
Ex Time (min)	18:42	22:34	21:12
 	 	 	 
VCO2 (L/min)	1.11	1.79	1.95
VO2 (L/min)	1.40	1.72	2.25
RER	0.79	1.04	0.86
VO2 (mL/kg/min)	24.2	29.7	38.9
Speed (MPH)	4.2	5.8	5.1
Grade (%)	0.9	0.9	0.9
 	 	 	 
VE BTPS (L/min)	37.9	68.8	66.5
Vt BTPS (L)	1.31	1.30	1.42
Vt/IC (%)	 	 	 
Vd/Vt - est	0.19	0.24	0.19
 	 	 	 
VE/VCO2	34	38	34
VE/VO2	27	40	29
